,datetime,content,title
0,2020-04-01 22:29:25,云财经讯，近期，海思科(002653)通过山南红十字会向山南市政府定向捐赠100万元，用于购买生活物资发往武汉，支持湖北人民的持续抗疫斗争。新冠肺炎疫情发生以来，海思科迅速成立新冠肺炎防控领导小组，已累计捐赠了现金、药品、口罩等各类防护用品总价值近750万元。,海思科：再捐100万元 支持湖北抗疫斗争
1,2020-04-01 22:22:24,云财经讯，俄罗斯能源部网站消息，俄罗斯能源部长亚历山大·诺瓦克与美国能源部长丹·布鲁耶特当天通电话，讨论国际原油市场行情和应对之策。两国能源部长均表示，需求下跌、供应过剩的局面不利于能源经济发展，并给今后世界经济复苏时的原油稳定供应带来风险。双方指出，有必要建设性应对现有挑战并继续开展能源对话。（新华社）,俄美能源部长通电话讨论国际原油市场形势
2,2020-04-01 22:04:37,云财经讯，4月1日，位于沈阳的华晨宝马铁西新工厂项目全面开工建设，工厂项目及配套工程用地3.2平方公里，建成后将实现宝马的纯电动车型、插电式混合动力车型和燃油车型产品共线柔性生产、灵活切换，使宝马在华整车产能大幅提升。（新华网）,华晨宝马铁西新工厂项目全面开工
3,2020-04-01 22:02:07,云财经讯，4月1日，郑州市向社会发放近4亿元消费券。此前，已有杭州、南京、青岛等近20个城市向消费者发放不同形式的消费券，鼓励和引导居民消费，规模从数千万元到数亿元不等。国海证券证券分析师李浩表示，每10元消费券可带来4倍的实际消费，对于经济增长具有较高的乘数效应，能够短期迅速提升边际消费水平，且不会带来通胀。万联证券分析师陈雯认为，具有一定必需消费属性的食品饮料行业或将展现出较强韧性。（上证资讯）,郑州发放近4亿元消费券 食品饮料行业韧性较强
4,2020-04-01 22:00:57,云财经讯，伯特利(603596)4月1日晚间披露年报，公司2019年实现营业收入31.57亿元，同比增长21.29%；净利润4.02亿元，同比增长69.21%；每股收益0.98元。伯特利主营汽车制动系统相关产品。公司拟每10股派发股利1元（含税）。,伯特利：2019年净利4亿元 同比增69%
5,2020-04-01 21:50:36,云财经讯，记者从券商处了解到，近期监管层通知券商，为促进疫情防控，现拟对符合条件的两类企业的和再融资申请加快审核：第一类为疫情严重地区企业；第二类为疫情防控领域企业。相关企业的保荐机构要为上述两类企业出具专项核查报告。（21世纪经济报道）,证监会支持疫情防控措施升级 对符合条件的两类企业加速IPO和再融资审核
6,2020-04-01 21:49:32,云财经讯，据奥维云网的监测数据，2020年1-11周，大家电线上线下量价普跌，但小家电的线上零售却以65%的增速，走出了一条风景独好的赛道。其中，破壁机、电烤箱、料理机、搅拌机、电饼铛成为疫情期间销量增速五强。市场上目前涌现的小家电新品牌正是抓住了市场长尾，向时尚、健康、便携等现代化理念方向发展，避开与传统品类龙头竞争，满足用户需求，获取细分市场份额。可关注九阳股份、老板电器等。（中证资讯）,小家电线上销售放量 概念股有望受关注
7,2020-04-01 21:47:36,云财经讯，4月1日晚间公告精选：*ST保千将终止上市，4月10日进入退市整理期；华大基因新冠病毒核酸检测产品通过日本PMDA认证；鱼跃医疗无创呼吸机产品获美国食药监局紧急使用授权；嘉麟杰子公司非手术用连帽隔离衣完成美国FDA注册；鹏翎股份拟引入国资股东，控制权将变更；三七互娱、西部证券披露非公开发行股票方案；拓斯达、双塔食品、新宙邦等一季度业绩大幅预增；獐子岛继续推进“瘦身计划”，拟转让中央冷藏75%股权。,公告精选：*ST保千将终止上市；双塔食品等公司一季度业绩大幅预增
8,2020-04-01 21:27:36,云财经讯，美三大股指大幅低开，截至发稿，道琼斯指数跌近4%，纳斯达克综合指数跌3%，标普500指数涨跌3.75%。,美三大股指大幅低开 道指跌近4%
9,2020-04-01 21:26:49,云财经讯，工信部4月1日消息，工信部近日调整700MHz频段频率使用规划，将部分原用于广播电视业务的频谱资源重新规划用于移动通信系统。工信部表示，将700MHz频段规划用于移动通信系统，为5G发展提供宝贵的低频段频谱资源，可推动5G高、中、低频段协同发展。1GHz以下低频段具有良好的传播特性，可更好地支持5G广域覆盖和高速移动场景下的通信体验以及海量的设备连接，进一步推进5G的多场景应用。,工信部调整700MHz频段频率使用规划 为我国低频段5G发展提供频率保障
10,2020-04-01 21:22:57,云财经讯，近期，部分可转债大幅波动，价格走势已严重背离正股，炒作现象突出，受到市场高度关注。记者获悉，针对近期可转债过度炒作情况，深交所高度重视交易风险防控，严密监控可转债交易情况，切实采取监管措施，维护市场秩序。,深交所严密监控可转债交易 反复警示交易风险
11,2020-04-01 21:07:18,云财经讯，证监会4月1日消息，近日按法定程序同意以下企业科创板首次公开发行股票注册：金科环境股份有限公司、杭州光云科技股份有限公司。上述企业及其承销商将分别与上海证券交易所协商确定发行日程，并陆续刊登招股文件。,证监会同意金科环境、光云科技科创板IPO注册
12,2020-04-01 21:02:16,云财经讯，*ST集成(002190)4月1日晚间披露年报，公司2019年实现营业收入16.75亿元，同比下降21.94%；净利润6.42亿元，上年同期亏损2.05亿元；每股收益1.79元。公司拟每10股派发红利0.6元（含税）。2019年，公司完成锂电池业务板块的重大资产出售重组，重组后公司不再持有锂电洛阳、锂电研究院的股份，锂电科技成为公司参股公司，公司因重组获得大额重组收益，使得净利润实现扭亏为盈。,*ST集成：2019年净利6.42亿元 同比扭亏为盈
13,2020-04-01 20:59:44,云财经讯，4月1日晚，罗永浩开启直播电商“带货”首秀。前面都是开胃菜，罗永浩第四款“带货”产品回到了科技领域，石头科技旗下智能扫地机器人，扫拖一体、吸力超强、算法精准。资料显示，石头科技(688169)成立于2014年7月，是一家专注于家用智能清洁机器人及其他智能电器研发和生产的公司，今年2月21日登陆科创板，2019年实现营收42.05亿元，同比增37.81%；净利润7.83亿元，同比增154.52%。,罗永浩第四款“带货”产品：石头科技智能扫地机器人
14,2020-04-01 20:55:53,云财经讯，天晟新材(300169)1日晚公告，公司控股股东吴海宙、晟衍拟向融海资产管理公司转让公司股份不超3000万股（占公司总股本9.2%）。同时，公司将与融海资产管理公司展开战略性合作。此次交易不会导致公司实控人变更，但融海资产管理公司拟继续通过多种形式取得公司控制权。融海资产管理公司为青岛融海国有资本投资运营有限公司100%控股企业，青岛融海国有资本投资运营有限公司为青岛市李沧区政府下属国有独资公司。,天晟新材：融海资产管理公司拟取得公司控制权
15,2020-04-01 20:50:33,云财经讯，亚太科技(002540)4月1日晚间公告，公司与三菱铝业签署《合作意向协议》，双方拟通过在中国设立合资新公司的方式，共同推进轻量化铝材零部件业务在汽车尤其是新能源汽车领域的发展，合资公司注册资本拟定为8000万元。另外，公司拟以1000元收购江苏华特亚太轻合金技术有限公司55%股权，交易后该公司将成为公司全资子公司。此次交易符合公司在汽车轻量化铝材零部件领域的业务规划。,亚太科技：拟与三菱铝业设合资公司 推进轻量化铝材零部件业务
16,2020-04-01 20:43:34,云财经讯，新宙邦(300037)4月1日晚间披露业绩预告，预计公司一季度实现净利润8692.8万元-9934.62万元，同比增长40%-60%。公司有机氟化学品海内外市场含氟医药、农药中间体产品及环保型含氟表面活性剂销量大幅增长；锂电池化学品国际客户订单增长；电容器化学品、半导体化学品业务保持稳定。,新宙邦：一季度净利预增40%-60%
17,2020-04-01 20:40:50,云财经讯，广生堂(300436)4月1日晚间披露非公开发行股票预案，拟非公开发行不超2800万股，募资不超5.5亿元，用于原料药制剂一体化生产基地建设项目、江苏中兴制剂车间建设项目及补充流动资金。此次募资有助于丰富公司肝病治疗药物领域产品种类，增强药品生产能力。,广生堂：拟定增募资不超5.5亿元 增强药品生产能力
18,2020-04-01 20:35:22,云财经讯，中国地震台网正式测定：4月1日20时23分在四川甘孜州石渠县（北纬33.04度，东经98.92度）发生5.6级地震，震源深度10千米。,四川甘孜石渠县发生5.6级地震
19,2020-04-01 20:31:19,云财经讯，健帆生物(300529)4月1日晚间披露年报，2019年实现营收14.32亿元，同比增长40.86%；净利润5.71亿元，同比增长42%；每股收益1.38元。公司拟每10股转增9股派发现金红利9元（含税）。健帆生物系血液净化产品提供商，主营血液灌流相关产品及设备。,健帆生物：2019年净利同比增42% 拟10转9派9元
20,2020-04-01 20:27:48,云财经讯，中文在线(300364)4月1日晚间披露业绩预告，预计公司一季度实现净利润0万元-500万元，上年同期亏损8069.89万元。报告期内，公司“文学+”业务收入大幅增长，致净利润较上年同期有较大幅度的增长；公司（含子公司上海晨之科信息技术有限公司）的游戏业务亏损金额较上年同期大幅下降；公司股权投资收益对净利润的影响金额约为3400万元。,中文在线：预计一季度净利扭亏为盈
21,2020-04-01 20:25:59,云财经讯，西部证券(002673)4月1日晚间披露年报，2019年营收36.81亿元，同比增长64.51%；净利润6.1亿元，同比增长204.42%；每股收益0.17元。公司拟每10股派发现金红利0.63元（含税）。另外，公司拟定增募资不超75亿元，用于补充公司资本金、营运资金及偿还债务。发行对象为包括控股股东陕投集团在内的不超过35名特定投资者。,西部证券：2019年净利同比增204% 拟定增募资不超75亿元
22,2020-04-01 20:22:05,云财经讯，朗新科技(300682)4月1日晚间披露年报，公司2019年实现营业收入29.68亿元，同比增长11.1%；净利润10.2亿元，同比增长444.4%；扣除因重大资产重组收购邦道科技产生的一次性投资收益4.99亿元以后，归属于上市公司股东的净利润约为5.2亿元，同比增长约178%；基本每股收益1.78元。公司拟每10股转增5股派发现金红利1元（含税）。,朗新科技：2019年净利同比增444% 拟10转5派1元
23,2020-04-01 20:20:06,云财经讯，4月1日晚间8点整，罗永浩开启直播电商“带货”首秀，第一款“带货”产品为小米巨能写中性笔，一支笔能写5万字，能拉写1.6公里的距离，是普通芯的6倍；价格为9.9元10只，包邮。,罗永浩直播“带货”第一款产品：小米巨能写中性笔
24,2020-04-01 20:17:26,云财经讯，东方电缆(603606)4月1日晚间披露年报，公司2019年实现营业收入36.90亿元，同比增长22.03%；净利润4.52亿元，同比增长163.74%；每股收益0.69元。公司拟每10股派发红利1.30元（含税）。公司同时公告，拟公开发行不超过8亿元可转债，用于高端海洋能源装备系统应用示范项目和补充流动资金。,东方电缆：2019年净利同比增164% 拟发行不超8亿元可转债
25,2020-04-01 20:14:38,云财经讯，陕西省政府办公厅1日印发“一带一路”建设2020年行动计划。行动计划提出，创新金融服务模式。推广“央行·长安号票运通”供应链金融新模式，用好资本项目收入结汇支付便利化试点，发挥“通丝路”跨境电子商务人民币业务服务平台作用，促进贸易投资便利化。鼓励企业境外上市，并支持其资金回流。支持符合条件的企业境外发债，为其开辟绿色通道。引导企业利用全口径跨境融资宏观审慎管理政策进行跨境融资，降低企业融资成本。,​陕西：鼓励企业境外上市 支持符合条件的企业境外发债
