,title,content,pub_time,src
0,贝达药业：贝成投资等三股东拟减持不超2.94%公司股份,"新浪财经讯 5月10日消息，贝达药业晚间公告，公司股东贝成投资等3人拟余未来6个月内，通过集中竞价和大宗交易的方式合计减持不超过1175万股，即不超过公司总股本2.94%。
责任编辑：陈志杰",2020-05-10 16:57:58,新浪财经
1,华大基因：子公司新冠核酸检测产品被列入WHO应急使用清单,"新浪财经讯 5月10日消息，华大基因晚间公告，全资子公司欧洲医学的新型冠状病毒核酸检测产品于近日被列入为世界卫生组织应急使用清单。
责任编辑：陈志杰",2020-05-10 16:54:33,新浪财经
2,丰巢垄断快递柜市场：去年亏了7.8亿 多业主委员会发抗议信,"来源：财联社
近日，快递柜“一哥”丰巢宣布收费政策，引起社会巨大争议。
4月底，丰巢上线会员服务和收费规则：非会员包裹只可免费保存12小时，超过需收取0.5元/12小时的费用，3元封顶；会员用户月卡每月5元，季卡每季12元。
此前，格格和速递易就已开始对超过24小时的快递收取每天1元的保管费。而丰巢的情况是，会跳出一个赞赏的二维码，但点击下方的按键可以跳过。
这立刻招致小区业主委员会的抵制。
5月5日，第一波抵制浪起，杭州东新园小区业主委员会一纸通知宣告丰巢快递柜停用。强硬反击涟漪随即泛起，多家媒体报道称，目前上海“对丰巢说不”的小区已近50家。
5月10日，上海首家因丰巢超时收费而停用的小区中环花苑发出致丰巢的公开信。
中环花苑在信中表示，小区业主民调显示，要求撤快递柜和停用快递柜的总共占到82%，物业于2020年5月8日决议即日起，暂停小区内的两台丰巢智能柜的使用。
公开信还对丰巢强调的“已经提供了五年的免费服务仍然亏损运营”的说法表示不认同。
据悉，丰巢在获得市场70%份额的情况下，此前在使用上会对快递员收取使用费用，每台快递柜平均每天的场地租金收入（含电费）十几元，而收取快递员费用（三档的中间值0.4元/单计算），每天收入至少为36元。不计算额外广告费的情况下，丰巢柜每天的利润率为240%甚至更多。
而现在再对业主收费，即双向收费。
公开信严词表示，“愿意付费的快递员是一类群体，愿意付费的客户是一类群体，其他客户也是一类群体。最后这一类群体不是被你免费服务了五年，是叫苦不迭了五年。”
丰巢成立于2015年4月，最初由顺丰速运、申通快递、中通快递、韵达货运等共同投资创建，布局快递业终端智能货柜。目前法定代表人为顺丰集团运营高管徐育斌，并担任董事长、总经理职务。天眼查数据显示，去年12月份，丰巢的注册资本由原来约24.50亿变更为约11.67亿，锐减了约52%。
5月5日晚间，顺丰控股公告称，其控股公司深圳市丰巢网络技术有限公司与中邮智递科技有限公司展开股权重组，交易完成后，中邮智递将成为丰巢集团的全资子公司。中邮智递此前运营的快递柜品牌为中邮速递易。
天风证券交运姜明团队表示，丰巢与中邮速递易分别为当前市占率最高的快递柜运营商。截至2020年3月31日，丰巢目前投入约17.8万个快递柜，柜机占比约44%；中邮速递易占比约25%。收购后丰巢市占率将达69%。
数据显示，丰巢、速递易依然处于持续巨亏中。此次收费或出于经营压力考量。
丰巢2020年第一季度未经审计的营业收入3.34亿元，亏损2.45亿元，而2019年营收16.14亿元，亏损7.81亿元。速递易的情况也不容乐观，中邮智递2020年第一季度未经审计营收7021.72万元，亏损1.59亿元；2019年营收4.29亿元，亏损5.17亿元。
责任编辑：陈志杰",2020-05-10 16:52:45,新浪财经
3,金雷股份：非公开发行股票申请获审核通过,"新浪财经讯 5月10日消息，金雷股份晚间公告，5月9日，公司非公开发行股票申请获得证监会发行审核委员会审核通过。
责任编辑：陈志杰",2020-05-10 16:48:11,新浪财经
4,长江证券：母公司4月份净利为2.39亿元,"新浪财经讯5月10日消息，长江证券（000783）5月10日晚公告，今年4月份，公司母公司实现营收7.9亿元，净利2.39亿元；1-4月母公司营收为19.6亿元，净利为6.39亿元。
责任编辑：王帅",2020-05-10 16:45:08,新浪财经
5,美盈森：子公司取得工业大麻种植许可证,"新浪财经讯5月10日消息，美盈森（002303）5月10日晚公告，公司控股子公司云南文麻生物科技有限公司，于5月8日收到云南省西畴县公安局签发的《云南省工业大麻种植许可证》。工业大麻种植许可证的取得，有利于加快推动公司工业大麻产业发展项目的实施。工业大麻种植需要一定的周期，预计不会对公司短期业绩产生重大影响。
责任编辑：王帅",2020-05-10 16:44:09,新浪财经
6,仙坛股份：4月商品鸡销售收入2.96亿元 同比增长5.17%,"新浪财经讯 5月10日消息，仙坛股份晚间公告，2020年4月销售商品鸡1148.19万只，销售收入2.96亿元，同比变动幅度分别为9.83%、5.17%，环比变动幅度分别为0.14%、-1.99%。
责任编辑：陈志杰",2020-05-10 16:43:13,新浪财经
7,金财互联：与南沙商务局签署金财云商总部项目投资合作协议,"新浪财经讯 5月10日消息，金财互联晚间公告，公司与广州南沙经济技术开发区商务局签订了《金财云商总部项目投资合作协议》，公司将充分利用多年来在区块链、大数据、云计算等互联网先进技术方面积累的经验，拟在南沙打造面向新零售、新商业、新业态泛电商从业群体的数字化基础建设平台，助力南沙打造新商业服务与数字化监管平台，推动泛电子商务行业合规运营，打造粤港澳大湾区平台型经济发展的“南沙模式”。
责任编辑：陈志杰",2020-05-10 16:41:09,新浪财经
8,振静股份：2019年末存货增长较快是超需求采购等所致,"新浪财经讯 5月10日消息，振静股份晚间回复上交所问询函称，公司2019年末存货增长较快，主要系两个原因所致，一是公司根据原皮价格走势，超当前生产需求采购，导致存货增长；二是公司2019年度销售不及预期，整体销量下降，导致存货增长。公司从生产需求、原皮供应、下游市场开发三个方面综合考虑，在原皮价格低点时加大原皮采购，有利于保障生产、控制成本和满足市场需求，因此，存货规模的增长是必要的、合理的。
责任编辑：陈志杰",2020-05-10 16:40:05,新浪财经
9,格力地产：子公司拟购买科华生物18.63%的股权,"新浪财经讯5月10日消息，格力地产：子公司珠海保联资产管理有限公司拟购买科华生物18.63%的股权，购买价格为17.26亿元。
责任编辑：王帅",2020-05-10 16:15:00,新浪财经
