,title,content,pub_time,src
0,软银三个月回购29亿美元股票 已花掉回购预算62%,"凤凰网科技讯 北京时间6月12日消息，软银集团今天发布声明称，自今年3月13日以来，公司已经投入3117亿日元(约合29亿美元)回购自主股票，占据回购计划的62%。软银此前计划在2021年3月前回购价值5000亿日元(约合47亿美元)的公司股票。
软银称，截至今年5月31日，公司已经回购了71,536,700股股票。软银在3月份宣布了这一股票回购计划，旨在提振软银股价。市场担心，软银投资的科技创业公司尤其容易受到新冠肺炎疫情带来的经济冲击。
自从软银宣布计划在接下来一年出售资产融资4.5万亿日元来回购股票、削减债务后，软银股价已经增长了近90%。截至周五收盘，软银股价下跌2.2%。 
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：ljh",2020-06-12 18:59:44,同花顺
1,建行助陕西打造“互联网+”智慧政务服务高地,"6月11日，陕西省人民政府办公厅与建信金融科技有限责任公司、中国建设银行陕西省分行，在西安举行陕西省“互联网++政务服务”《战略合作协议》签约仪式。陕西省人民政府副秘书长夏晓中、陕西省人民政府办公厅副主任徐刚、建设银行总行机构业务部总经理尚朝辉、建设银行总行金融科技部资深经理王申科、建信金融科技有限公司北京事业群总裁谭浩、建设银行陕西省分行行长李军及相关领导出席本次仪式。
三方约定，将对标国内一流标准，依托现代科技手段，对陕西省政务服务平台进行改造优化提升，打造线上线下融合、“一网通办”的政务信息服务平台。
根据协议内容，三方将在以下领域展开合作：一是升级整体“互联网+政务”架构；二是建设营商环境平台，打造营商环境评价指标体系，建立网上中介超市管理系统；三是开展“互联网+政务服务” 统一身份认证、电子印章、电子证照、公共支付、政务服务文档、智能客服6个统一应用支撑体系建设；四是拓展政务服务渠道，打造老百姓的“身边政务大厅”、“村口政务大厅”；五是对接政务缴费、便民缴费场景，丰富“互联网+政务”事项；六是为陕西数字政府建设提供相关技术服务保障
在签约仪式上，陕西省政府副秘书长夏晓中表示，这次与中国建设银行签署的《战略合作协议》，标志着全省的智慧社会、数字政府建设迈入一个新阶段，陕西将瞄准建设“内陆改革开放高地”目标，加快全省“互联网+政务服务”体系建设，持续深化“放管服”改革，持续优化提升营商环境，充分运用信息化手段解决企业和群众反映强烈的办事难、办事慢、办事繁等问题，做到百姓少跑腿、数据多跑路、“只进一扇门”、“最多跑一次”，不断提升公共服务均等化、普惠化、便捷化水平，激发市场活力和创造力。这项工作的完成，必将为陕西省治理体系和治理能力的现代化注入新的推动力。
据悉，近年来，中国建设银行股份有限公司，认真践行以人民为中心的发展理念，坚持“为民服务”宗旨，“跳出金融看金融”，为破解社会痛点难点问题提供金融解决方案，探索以人民性、科技性、普惠性、共享性为主要特征的新金融实践。2018年，中国建设银行成立了国内银行业首家金融科技公司――建信金融科技公司，在北京、上海、成都等八大开发、研发中心，拥有科技人才5000多人。政务与商务融合、零接触、一站式的服务，是建设银行新金融着力打造的平台和场景。目前，建设银行已与山东、山西、河北、北京、天津、福建、云南、重庆、内蒙古等25个省市自治区签订了智慧政务合作协议，其中，有9个省级平台已经上线运行，展现了较强的技术实力。
2019年，中国建设银行在定点扶贫点――陕西省安康援建了“安康智慧治理”，内涵智慧政务、数据共享交换、政府网站集约化建设、智慧党务平台四大模块，实现了实体政府办事大厅、政务服务网、i安康App和政务服务微信公众号的融合贯通和多点触达。目前，已经上线了437个公共服务类事项，做到不动产、住房公积金、税务、财政统发工资数据的集成和共享，实现了全市“一张网”。
建设银行陕西省分行行长李军表示，在省委、省政府的领导下，在社会各界的支持下，建设银行陕西省分行已经发展为核心业务指标一流的省级分行。目前，存款5400多亿元，贷款3600多亿元，拥有429个物理网点，401个离行自助网点，1500个智慧柜员机和21000个“裕农通服务点”，服务触角遍及全省城乡，存贷款规模、中收和利润连续多年位居四大行第一，已经成为区域内综合竞争能力、价值创造能力、持续发展能力最强的国有商业银行。无论是在服务全省的重大项目建设、民营企业发展、脱贫攻坚等方面，还是在投资银行、PPP等新兴业务领域，都保持了同业领先地位，有实力做好项目的落地工作。更重要的是，近年来，分行更加注重以金融的视野、金融的路径和金融的策略，支持全省数字政府建设。
李军表示，建设银行陕西省分行先后帮助政府部门开发上线了“互联网+社保”、互联网+公共资源交易“、”互联网+不动产抵押登记“等一大批利政、惠企的政务服务平台，在这方面有着较为丰富的积累和经验。建行陕西省分行将全面高质量、高效能地服务好全省”内陆改革开放高地“和”三个经济“建设，深耕客户、业务、产品”三个经营，以开放共享的姿态与陕西共享建设银行发展的成果，提升百姓的获得感、幸福感。
这次合作将在省委、省政府的坚强领导下，广泛借鉴建行集团智慧政务建设方面的成功经验，与省政府办公厅一道，共同携手打造“互联网+政务服务”建设新模式，实现优政、兴业、惠民，助推“数字陕西”建设走在全国前列，努力为陕西建设“互联网+政务服务”领域的示范区、排头兵和新高地贡献建行力量。我们将认真做好对接、沟通、联络和服务工作，确保协议规定的事项在既定时间内高质量落实到位。
中国建设银行机构业务部总经理尚朝辉表示，在社会各界的支持下，建设银行已经集聚了比较强大的科技力量和技术储备，我们将让这种科技在社会的各个领域、各个层面发挥作用，提供一流金融科技解决方案，不断赋能陕西的治理体系和治理能力现代化建设。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：hmg",2020-06-12 18:59:35,同花顺
2,锐捷极智V5教育城域网解决方案问世 “五大维度”支撑教育信息化创新,"近日,锐捷网络2020极智V5教育城域网解决方案正式发布。该方案全面支撑教育城域网IPv6建设和《网络安全法》落地要求,以深入辅助各类教学办公创新应用为目标,通过“泛在智能、极致体验、精准管控、安全联动、极简运维”的五大维度,为省市区县级教育用户的信息化战略统筹、城域网技术升级、推动课堂改革提供了全程护航能力。
疫情大考,激发教育网升级动力
受疫情影响,亿万学生居家学习、千万教师网上直播,对我国教育信息化进行了一场史无前例的大考验。这让我们看到了互联网教育的活力,也通过突如其来的的网络压力,让我们感受到了教育城域网面临升级换代的紧迫需要。
从政策层面上看,无论是《教育信息化2.0》、《2020年教育信息化和网络安全工作要点》等政策出台,还是国际教育信息化大会、全国教育大会中的导向,都体现出了教育城域网是教育信息化基础保障和创新前提的重要性。
图:教育城域网是教育信息化的前提和基础
与此同时,在中共中央办公厅、国务院办公厅印发《推进互联网协议第六版(IPv6)规模部署行动计划》、教育部印发《2020年教育信息化和网络安全工作要点》,全行业深入贯彻《网络安全法》的大背景下,都显示出我国教育城域网已经进入IPv6规模化、合规化的崭新阶段。
在应用与管理层面,如何保障专递课堂、视频会议、名校网络课堂直播、资源点播与下载顺畅,如何确保教育云平台、网络阅卷在高峰期并发运行稳定,都是各层级教育城域网亟待解决的问题。
此外,网络威胁无处不在。尤其是疏于防范的教育网,常常会被不法分子“光顾”,不仅会导致断网崩溃现象,更会因为勒索病毒、APT等高级威胁造成数据丢失和师生个人隐私泄露的情况发生,也对校园网络安全升级提出了更高的要求。
图: CNCERT发布《2019年上半年我国互联网网络安全态势》,显示教育行业沦为网络威胁“重灾区”
立体五维,打造极智V5教育城域网
针对教育城域网IPv6和安全规格等需求升级,锐捷网络教育城域网解决方案也随之迭代升级,通过高速智能的IPv6全网泛载、安全态势感知、关键业务保障、网络实名制认证、可视化管理运维等新技术与新产品,在以下五个维度助力用户打造下一代高速、智能、安全的IPv6教育城域网。
(image_address=""http://e.thsi.cn/img/2f1bdf34039cbd0e"")
图:立体五维度打造极智V5城域网
基础网络层――智能万兆IPv6,支撑教育资源共建共享
遵循我国教育城域网的实际情况,本方案的核心网络交换、出口、无线设备均支持双栈、隧道、地址转换等过渡技术,面向未来,构建IPv6骨干网络。作为城域网的“地基”,锐捷提供了完善的IPV6改造方案,从准入到准出,从接入设备到出口设备,从实名认证服务器到审计设备、再到全网安全设备支持IPV6、业务支撑设备支持IPv6、运维系统支持IPV6......同时,方案还采用了高速智能的SD-WAN网关清晰划分教育局与学校,学校与学校间的边界,并且实现全场景Wi-Fi6无死角覆盖。
业务保障层――保障关键业务,提升数字化应用体验
针对同步课堂、视频会议、网络阅卷、名校课堂直播、热点资源点播、教育云平台应用特点,本方案采用基于意图的SDN/SD-WAN纳管全网核心和网关设备,通过可视化业务策略制定、智能选路、线路优化、双边加速、多级缓存加速等技术,以及通过探针动态感知及全网设备联动机制,实现业务策略调度的智能闭环。
身份支持层――基于身份角色识别实现上网精准管控
教育城域网用户可通过实名制实践精细化管控,支持根据师生角色的不同制定灵活的策略,构建城域网绿色上网环境。通过教育局所有身份组织聚合,将网络和应用身份数据统一标识,并实现校际间账号漫游,利用钉钉扫描、公共二维码、无感认证等便捷的认证方式,为下联各校用户实现高效地互联互通。
安全合规层――“安全心”全面满足等保2.0
方案通过安全管理中心、安全通信网络、安全区域边界、安全计算环境,全面满足等保2.0“一个中心三重防护”的需要,打造安全可靠的城域网“安全心”。其中,“日志+流量+文件”的锐捷BDS安全态势感知分析平台、RG-DDP动态防御系统、RG-APT高级威胁检测系统,以及锐捷“交换机=安全微探针”的独创设计,远可有效甄别勒索软件、ATP攻击、挖矿病毒等高级威胁,近可低成本解决网络边缘侧安全监控分析难题,实现全网节点安全监测、全网联动,主动阻断安全威胁。
综合运维层――可视化极简运维,一张图一目了然
RIIL全系产品可协助教育城域网实现一张图掌握全网运营状况的运维管理目标,全局掌握核心网络、认证网站、出口、资源使用、业务系统运行、无线网络的软硬件资源健康水平,同时与安全运维无缝结合,实现统一综合管理。
深耕教育二十载,助推教育公平是锐捷不变的初心
锐捷网络深耕教育二十年,致力于帮助教育部门和各级学校建设好教育城域网、智慧校园、智慧课堂、云桌面等网络学习环境,推动教育信息化促进教育公平。在普教行业,锐捷网络为安徽、福建、河北、湖北、广东等省级教育厅,以及北京市西城区、北京市密云区、杭州市西湖区、广州市教育局、南京市教育局等超过1200家城域网用户提供着优质高效的网络服务。
当前,推进IPv6规模部署,构建高速率、广普及、全覆盖、智能化的下一代教育城域网,是教育信息化生态的一次全面升级,锐捷将充分发挥护航作用,协助教育用户加快新一代网络技术的融合应用。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：hmg",2020-06-12 18:58:41,同花顺
3,贵州六盘水：聚焦“六稳六保” 助推民营经济发展,"6月11日下午，贵州省六盘水市工商联、市税务局联合召开聚焦“六稳六保”服务市场主体座谈会暨六盘水税务服务民营企业联席会，协力推动经济社会持续向好发展，为复工复产复销装上“助推器”。六盘水市税务局党委书记、局长邓犇，市政协副主席、市工商联主席范三川，民营企业代表、商会代表共同参会。
(image_address=""http://e.thsi.cn/img/a33facb8d5dd1d6d"")
服务民营企业联席会现场 摄影 杨展凌
会议通报了当前宏观环境和六盘水市民营经济等市场主体发展情况，六盘水市组织收入情况、落实减税降费及优化税收营商环境等情况，就抓“六稳”促“六保”、落实减税降费政策、持续优化税收营商环境、助力民营经济发展等问题进行交流，并对参会企业代表涉税问题进行现场解答。
今年以来，六盘水市税务系统聚焦抓“六稳”促“六保”，在不折不扣落实减税降费政策，持续优化税收营商环境的同时，按照“尽可能网上办”的原则，推行“非接触式”办税缴费。截至目前，纳税人网上申报率达99.5%以上，14661户纳税人通过电子税务局、自助终端申领发票128万余份，发票网上申领高达90.46%。
此外，为进一步提升纳税人、缴费人的服务体验，六盘水市税务局还专门开展了“凉都税惠APP”，提供政策提醒推送、直联直通税务、优惠管家、测算定制、学习培训、投诉举报等“一站式”服务，精准响应纳税人的涉税诉求，帮助纳税人精准享受税收优惠政策。截至目前，“凉都税惠APP”已绑定用户9300户，推送疫情防控、煤炭、电力等行业优惠政策6.7万条，税企互动18次，点单服务5次。
座谈会上，12家民营企业代表就税费优惠政策及遇到的涉税问题进行了提问，六盘水市税务局局长、分管部门及相关科室负责人及时回应，对代表们提出的意见建议进行梳理，认真吸纳；对代表们反映的涉税问题进行现场对接，及时帮助解决；对暂时不能解决的，将及时跟进积极推动解决，切实为民营企业发展营造良好的税收环境。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：hmg",2020-06-12 18:58:32,同花顺
4,软银自3月份以来斥资29亿美元回购股票,"过去三个月，软银集团斥资约29亿美元用于回购股票，全球科技股估值下滑之际，这家日本公司试图增强对股价的支持。
公司自3月13日以来回购了3，117亿日元（29亿美元）的股票，相当于明年3月之前总计5000亿日元股份回购预算的62%。软银周五在声明中说，截至5月31日回购了71，536，700股股票。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：ljh",2020-06-12 18:57:37,同花顺
5,运营商服务问题导致的商业损失该不该赔偿,"比如做媒体的公司，做活动需要高质量移动通信保障，结果由于运营商没有扩容4G网络，导致容量爆炸，商业活动没有正常开展，能不能告运营商？
运营商只会说4G没有SLA保障，断网也不管他的事，那这不就是没有契约精神？要是那边没信号还能理解，有信号无法正常通信，不就是运营商的责任？
应该出这方面的法律，此类事件运营商全责，至少赔偿造成的商业损失，不然运营商只会甩锅，公司策划成最大背锅的。不可能还得派人亲自跑外地去考察这个地方能不能开展吧？如果运营商提供的数据表明这里信号已经覆盖，实际无法满足通信，那不就是运营商的责任?
用成都电信的兄弟们，估计有很深切的体会，为什么要这么做，不是我瞎吹，有时候真的可能误事的，策划者不一定就是通信专家，只是出于对国企的信任直接用了。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();",2020-06-12 18:57:12,同花顺
6,大众汽车：预计5月中国市场份额持续增长至20.4%,"大众汽车方面表示，在中国的所有工厂产能都接近100%，预计5月中国市场份额持续增长至20.4%。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：hmg",2020-06-12 18:56:04,同花顺
7,新疆昭苏县：中蕴新疆天马产业园项目建设有序推进,"近期以来，新疆昭苏县认真做好“六稳”工作，全面落实“六保”任务，稳步推进重点工程建设。目前，中蕴新疆天马产业园建设项目在严格落实疫情防控各项要求的前提下有序推进。
中蕴天马产业园项目总投资3亿元，占地总面积100亩、建筑面积31000平方米，园区建成后，企业将依托昭苏县丰富马产业资源，打造工业化、信息化数字工厂，以工业4.0标准，进行马脂精炼、巴氏鲜马奶、生物活性马奶粉及延伸产品的精深加工，助推新疆马产业高质量发展。项目开工建设以来，各施工单位紧抓工程质量与进度，预计2021年10月底正式投入运营。此外，施工单位还积极吸纳周边富裕劳动力120余人，助力当地群众稳就业、促增收。
昭苏县自然资源丰富，有着千万亩优质草原，十万匹骏马，2003年被国家农业部命名为“中国天马之乡”，马产业已然成为了昭苏县的传统产业、特色产业和优势产业。此次中蕴天马产业园的落地将进一步拉动昭苏县马产业的全面发展，产业园建成后，中蕴实业集团有限公司将依托昭苏县马产业资源，开发文化、医疗、生活等七大品类745项产品，集“马文化产业、马科学产业、马产品产业”全产业链为一体，争取将马的价值最大化，为昭苏县经济社会发展提供坚实力量。
中蕴新疆天马产业园建设指挥部副总指挥王文军说：“建设中蕴新疆天马产业园项目是按照伊犁州和昭苏县两级党委、县政府关于伊犁马‘跑起来、走出去、强起来’的发展战略，产业园建成运营后，每年会处理马奶跟马脂10000吨，在产业链的带动下，有利拉动昭苏县的养马大户、合作社以及与马产业有关的各个企业。” 
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：ljh",2020-06-12 18:55:01,同花顺
8,海关优惠措施助推跨境电商综试区发展,"今年以来，跨境电商作为新业态继续得到长足发展，海关同步推进各项制度创新，“物流畅通、通关便捷、监管有效”的跨境电商便利化通关新模式应运而生，各类业务全面发展的跨境电商枢纽基地初步形成。
今年5月，广东省梅州、惠州、中山、江门、湛江、茂名、肇庆等7市获批跨境电子商务综合试验区。至此，广东现共有13个跨境电商综试区，位居全国首位。
据海关总署广东分署综合业务工作处负责人介绍，2012年以来，广东跨境电商实现了从无到有、从小到大的跨越式发展。2015年12月广州、深圳顺利通过海关总署跨境电子商务试点验收。2016年1月广州、深圳市获国务院批准成为跨境电子商务综合试验区。2018年7月和2019年12月，珠海、东莞和汕头、佛山等市先后获批。
海关统计显示，2019年，全省跨境电商进出口总值1139.5亿元，同比增长50%，占全国跨境电商总值(1900.6亿元)的60%。其中进口以保税模式为主，占6成；出口以直邮模式为主，占9成。
据了解，目前跨境电商综试区可享受的优惠政策包括以下几项：
“简化申报、清单核放、汇总统计”
跨境电子商务综合试验区内符合条件的跨境电子商务零售商品出口，可采取“清单核放、汇总统计”方式办理报关手续，允许以“清单核放、汇总统计”方式办理报关手续的，不再汇总形成《中华人民共和国海关出口货物报关单》。
简化申报，即对不涉及出口征税、出口退税、许可证件管理，且单票价值在人民币5000元以内的跨境电子商务B2C出口商品，电商企业可以按照《进出口税则》4位税号申报。
清单核放，是电商企业或其代理人向海关提交《中华人民共和国海关跨境电子商务零售进出口商品申报清单》(以下简称《申报清单》)，办理出口商品通关手续，经国税部门和外汇管理部门同意后，不再汇总申报《中华人民共和国海关出口货物报关单》。
汇总统计，则指符合以上条件的跨境电子商务出口商品，按《申报清单》汇总统计。
允许批量转关
跨境电子商务综合试验区所在地海关可将转关商品品名以总运单形式录入“跨境电子商务商品一批”，并需随附转关商品详细电子清单。
按个人物品监管
“网购保税进口”(监管方式代码1210)进口政策的商品，按照个人自用进境物品监管，不执行有关商品首次进口许可批件、注册或备案要求。但对相关部门明令暂停进口的疫区商品和对出现重大质量安全风险的商品启动风险应急处置时除外。
所得税核定
综试区内的跨境电商企业，同时符合下列条件的，试行核定征收企业所得税办法：在综试区注册，并在注册地跨境电子商务线上综合服务平台登记出口货物日期、名称、计量单位、数量、单价、金额的；出口货物通过综试区所在地海关办理电子商务出口申报手续的；出口货物未取得有效进货凭证，其增值税、消费税享受免税政策的。
综试区内核定征收的跨境电商企业应准确核算收入总额，并采用应税所得率方式核定征收企业所得税。应税所得率统一按照4%确定。
综试区内实行核定征收的跨境电商企业符合小型微利企业优惠政策条件的，可享受小型微利企业所得税优惠政策；其取得的收入属于《中华人民共和国企业所得税法》第二十六条规定的免税收入的，可享受免税收入优惠政策。
无票免征
对综试区电子商务出口企业出口未取得有效进货凭证的货物，同时符合下列条件的，试行增值税、消费税免税政策：电子商务出口企业在综试区注册，并在注册地跨境电子商务线上综合服务平台登记出口日期、货物名称、计量单位、数量、单价、金额；出口货物通过综试区所在地海关办理电子商务出口申报手续；货物不属于财政部和税务总局根据国务院决定明确取消出口退(免)税的货物。
广东海关表示，将积极配合地方政府完善地方跨境电商产业发展规划，加强政策宣讲和跨部门、跨地市经验交流，推进传统外贸转型升级，实现跨境电商产业与地方制造业的紧密融合，依托跨境电商发展助推广货“卖全球”
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：hmg",2020-06-12 18:54:07,同花顺
9,国家西电东送重点工程：云南贵州电力互联工程建成投运,"(image_address=""//comment.10jqka.com.cn/sourcepic/12/0evK0834.png"")消息：昨天（11日），南方电网建设的国家西电东送重点工程――云南贵州电力互联工程建成投运，云南与贵州两省实现了电力的互联互济。
(image_address=""http://e.thsi.cn/img/6da36ddacaff7395"")
新投运的工程新建了一条云南连接贵州的391公里直流线路，接入已有的贵州送广东线路，形成一条跨云南、贵州、广东三端的超高压直流输电通道。云南和贵州形成了电力外送综合体，实现了大范围、大规模水电、火电置换，可以消纳更多的云南清洁水电。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：ljh",2020-06-12 18:53:43,同花顺
