,title,content,pub_time,src
0,不要被反弹蒙蔽了双眼！投资者的风险偏好亟待修正,"押注亚太股市将持续复苏的投资者认识到，他们的希望越来越渺茫。 一些市场人士表示，第二波疫情感染的风险、全国范围内的封锁以及大宗商品价格暴跌都意味着亚太股市可能再度下跌
押注亚太股市将持续复苏的投资者认识到，他们的希望越来越渺茫。
一些市场人士表示，第二波疫情感染的风险、全国范围内的封锁以及大宗商品价格暴跌都意味着亚太股市可能再度下跌，并且跌幅可能高达20％。由于油价突然暴跌加剧了人们对经济衰退的担忧，MSCI亚太指数过去一个月稳步迈向牛市的走势本周受到了冲击。
Qontigo GmbH亚太地区应用研究主管Olivier d'Assier表示，最近的风险偏好是“盲目的”。他说：“目前还没有数据支持V型复苏的设想。”但投资者却急于买入，他补充称，全面复工复产可能会延迟，失败的开放可能会在未来几周内导致更多的人被感染。
油价暴跌描绘了一幅经济困境的可怕画面，因为交易员预计需求将被彻底摧毁。本轮财报季以来的短时间内，管理层讨论中普遍出现了削减成本、裁员和关闭工厂的现象。
全球首席信息官办公室股票首席投资官Rainer Michael Preiss表示，尽管石油市场已经消化了疫情的消息，但股市仍有一段路要走。“亚洲(日本除外)股票市场出现20％的修正是极有可能的。”
Pictet Wealth Management预计，由于围绕全球卫生危机的不确定性持续存在，亚洲股市今年的盈利预期将进一步下调。
高盛集团预测，亚太地区(日本除外)公司在2020年盈利将下滑22％。
Pictet亚洲首席投资官David Gaud表示：“我们正在不断下调对印度、印度尼西亚、马来西亚、菲律宾和泰国等国家的预期。”
(image_address=""http://e.thsi.cn/img/77e9b1582e9b7bae"")
Gaud说，东南亚国家尤其面临风险，因大宗商品价格暴跌令企业营收下滑，并打击国内需求。从原油到棕榈油的价格暴跌，正在整个严重依赖大宗商品和农业出口的亚洲地区产生影响。彭博大宗商品指数今年已下跌26％。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：jdm",2020-04-22 19:59:45,同花顺
1,油市持续疲弱 特朗普要求提供美国油气企业资金计划,"F周三(04月22日)报道，原油价格上日暴跌16美元，最低挫至6.50美元/桶，市场对油市需求和前景的担忧持续挫伤原油走势。
日内原油价格维持疲弱，震荡交投于10-15美元/桶的波动区间。
美元指数因油市的“慌张”情绪继续受到避险青睐，本交易日守稳100大关，但并未拉涨，仅在100-100.30区域展开交投；
现货黄金欧市稳健反弹，重新上破1700大关，至发稿前升幅27美元/盎司。
消息面上，据美国财经广播CNBC报道，美国总统特朗普周四要求美国能源部长Dan Brouillette和财政部长姆努钦联合起来为陷入困境的美国石油和天然气工业提供资金计划。
特朗普本人在当地时间的周二早晨发推表示，“我已安排能源部长和财政部长合成一项计划，使得资金能够给到这些重要的油企，这样就业也能在未来获得保障。”
报道称，特朗普的推特并未明确表示将给到多少资金，或者是哪些油气企业能够获取这部分资金，白宫并未立即对总统这一指令给与回应。
特朗普政府也强调了将不会令美国的原油和汽油产业下挫。
特朗普周一发表讲话称，“当前的问题是，全球范围内暂时没人开车，工厂停工，企业关闭，这些都是十分突发的事件，我们一开始确实有很多能源，尤其是油，有很多。但是突然之间，她们损失了40%，50%的市场，所以也一下子中断了。”
特朗普表示，“所以这个产业是将会回升，且能源业务极强，但现在都回落了。”
针对油市：
经纪商Pepperstone表示，当前空头很明显占得了上风。
澳洲商业银行汇市分析师Joe Capurso表示，商品价格和股市的走软，释放了一个信号，即市场参与者预期全球经济在一段时期内维持疲弱，即使封锁被释放。
澳洲国民银行汇市策略师Roodrigo Catril指出，原油市场的实际情况触发了投资者对风险资产的再次评估，美元再次展示了避险资产的地位。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：jdm",2020-04-22 19:59:05,同花顺
2,银保监会：银行应进一步开发适合小微企业和个体工商户的信用贷款产品,"上证报中国证券网讯（记者 张琼斯）银保监会普惠金融部主任李均锋4月22日在国务院联防联控机制就发挥“银税互动”作用助力小微企业复工复产工作情况举行的发布会上表示，当前市场主体中约有小微企业3000多万户，个体工商户8000多万户，共1亿多市场主体。目前，在商业银行有贷款余额的小微企业和个体工商户约有2200多万户，约占小微企业和个体工商户的20%，也就是有贷款余额的户数覆盖率约为20%。
李均锋表示，这个覆盖率比较高。但还有相当一批小微企业和个体工商户需要贷款，却还没有被银行发现其融资需求，为进一步解决一部分企业想贷贷不到的问题，银保监会主要有以下措施。
第一，加强监管引导。对商业银行的考核中，今年专门设置“首贷户”比例的考核指标。要求商业银行新发放的贷款客户中，第一次获得贷款的企业也就是“首贷户”要占一定的比重。
第二，要求商业银行进一步开发适合小微企业和个体工商户的信用贷款产品。
第三，去年下半年以来，银保监会倡导各个商业银行来开展“百行进万企”的行动，让所有的商业银行，特别是基层行深入客户，深入企业，充分了解小微企业需求。如果企业有需求、符合条件，银行及时给予贷款支持，如果原来有贷款但贷款不够，银行可以追加贷款。今年以来，银行通过“百行进万企”为2.2万户小微企业提供了融资支持，其中1.4万户是“首贷户”。
第四，要求商业银行充分加强合作。每家商业银行既要细分市场，同时要加强合作，特别是一些互联网银行，有大数据、有客户，其他商业银行有资金和风控技术，加强它们的合作，形成既竞争又合作的格局，共同解决那些需要贷款又没有贷款的融资需求。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：wyj",2020-04-22 19:58:20,同花顺
3,政府”修渠铺路“ 让银行资金精准流向中小微企业,"为响应中央号召，持续加大对中小微企业复工复产的金融支持力度，上海市杨浦区在近期推出《杨浦区支持中小企业共抗疫情十条政策》，包含多项针对企业贴息贴费补助措施。但是在政策执行过程中，区政府、区金融办发现，政策在执行过程中还存在着一些难点。
一方面，杨浦区作为上海金融科技创新高地，聚集大量科技型企业，这些企业普遍对于银行债权融资接触较少，不够了解；另一方面，银行等金融机构，对于轻资产型创新企业也存在认知不足的情况，虽然很多银行已经有了针对科创型企业的贷款产品，但也还在积累经验的摸索过程中。
为了能够帮助企业快速拿到银行贷款，辅助银行筛选优质项目，降低双方沟通成本，进一步推动落实杨浦区金融扶持政策的落地执行。由上海市杨浦区政府指导，杨浦区金融办携手国家中小企业公共服务示范平台―智见，以及上海天使创投咨询服务中心联合推出「 战疫情“春雨”扶持计划――上海杨浦专场」，活动线上启动仪式，将于4月24日以政、银、企线上对接方式正式启动。
杨浦区政府、区金融办负责人，中国银行、建设银行、上海银行（601229）、杭州银行（600926）、兴业银行，招商银行的区域负责人，将在线解读相关政策。人民创投、春光里产业资本集团、合力投资、金慧丰投资董事长、昌迪资本等知名投资机构负责人，将通过线上论坛的方式，共同讨”论疫情影响下，金融如何助力科技创新及企业复工复产“，” 企业应该如何用好 “债权融资“破接金融难题“等话题。
在杨浦区注册设立的高新技术企业、市小巨人企业、区双创小巨人企业、“专精特新”企业、区百强企业、各科技园区、文创园区十强企业、获得现代服务业引导资金支持企业，注册在杨浦区的基金及投资机构其被投企业相关负责人，将能通过本次线上活动与相关部门、银行、投资机构直接线上沟通相关政策与具体操作流程。
本次活动中，各家银行将提供“春雨”扶持计划杨浦区专属服务，内容包括：1、区域内金融机构对中小企业疫情防控期间用于恢复生产经营的贷款，经认定给予专项贴息贴费扶持。贴费政策：对企业单笔不超过1000万元的担保贷款或履约保证保险贷款业务，对实际担保费率超过1%以上部分，按实给予最高2%年担保费或保险费率补贴。贴息政策：按照实际利率的50%给予利息补贴，同一家企业补贴不超过100万元；2、与合作银行建立绿色快速审批通道：实行“即报即审”、“审毕即放”；3、定制化产品服务：根据企业量身定制，产品和担保方式多样，灵活组合，为企业提供最优产品；4、提供专业团队，帮助申请企业对接银行端，辅助企业进行资质判断，指导企业的贷款流程申请，提供专业化辅导；
本次杨浦区「 战疫情“春雨”扶持计划」在线上启动后，杨浦区将针对不同类型的企业、各园区，继续联合智见开展针对性的小型“线上银企对接会”持续落实跟进金融扶持计划。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：wyj",2020-04-22 19:57:28,同花顺
4,财经观察：新冠疫情重创葡萄牙经济,"新华社里斯本4月22日电 财经观察：新冠疫情重创葡萄牙经济
新华社记者赵丹亮
今年3月以来，突如其来的新冠疫情冲击葡萄牙多个产业，广泛重创葡萄牙经济。葡萄牙国家统计局最新发布的数据显示，3月葡萄牙经济景气指数创2014年12月以来新低。国际货币基金组织预测，2020年葡萄牙经济将萎缩8%，失业率将升至13.9%。
旅游业是葡萄牙的一大支柱产业，2018年旅游业对葡萄牙国内生产总值贡献率达14.6%。随着疫情蔓延，葡萄牙航空公司已关闭其全部90条国际航线中的75条。葡萄牙旅游业联合会主席弗朗西斯科·卡列罗斯表示，3月葡萄牙旅游公司的平均销售收入下降了40%至50%，预计在接下来的两个月，九成以上旅游公司可能出现“零销售额”。他认为，疫情以“极端暴力”的方式袭击了葡萄牙旅游业。
葡萄牙另一大支柱产业体育产业也遭遇沉重打击。葡萄牙体育经营管理专家阿尔弗雷多·席尔瓦表示，本菲卡等葡萄牙三大足球俱乐部每月因停赛造成的损失超2700万欧元，如加上媒体转播、专卖商品销售和广告等方面损失，每月经济损失可能超4000万欧元。
疫情对葡萄牙文化产业造成空前影响。据了解，每年5月至10月是葡萄牙各种传统节日、音乐节和文化会展活动的旺季。葡萄牙文化业协会表示，3月至5月，葡萄牙全国有近2.5万场文化活动被取消、推迟或叫停，文化公司和从业人员都会因收入断崖式下降而面临危机。
疫情对葡萄牙房地产业冲击明显。自3月18日葡萄牙宣布进入国家紧急状态以来，受隔离政策影响，该国房地产市场陷入困境。葡萄牙房地产经纪人协会日前发布的调查显示，约85%的房地产公司停业或减少了业务量，56.5%的中介公司“在过去两到三周内的交易合同量为零”。该协会主席弗朗西斯科·巴塞拉说：“市场将大大萎缩，那些有幸生存下来的公司将经历痛苦的成本控制过程。”
疫情对葡萄牙农业也带来极大冲击。葡萄牙全国农业联合会负责人桑托斯在接受新华社记者电话采访时表示，疫情已经对葡萄牙农业，特别是中小农场主造成极大冲击，预计损失金额将达数百万欧元。
对于上述影响，当地经济界人士表示，这只是根据目前已经公布的数据所估算的，疫情对葡萄牙经济造成的影响深度和广度尚难以全面评估。
葡萄牙卫生部日前表示疫情高峰已经过去。葡政府计划5月2日结束国家紧急状态后逐步重启经济活动。葡萄牙总理科斯塔日前表示，疫情过后，葡萄牙将快速启动经济复苏计划，加大基础设施和民生领域投资，重振纺织业和塑料产业，创造更多就业机会。
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();
责任编辑：wyj",2020-04-22 19:54:55,同花顺
5,助推双城经济圈建设 川渝6区县共建明月山民宿群,"原标题：助推双城经济圈建设川渝6区县共建明月山民宿群
唱好“双城记”，建好“经济圈”，推动川渝毗邻区县融合发展，共建明月山民宿群。4月22日，川渝地区的梁平、垫江、邻水、达川、大竹、开江六区县，在梁平区明月山.百里竹海明月山民宿群消费季活动启动。
(image_address=""http://e.thsi.cn/img/c5cf9ad0ed8e95ac"")
多家民宿建在明月山
记者获悉，明月山是川东平行褶皱岭谷区的第三条山脉，纵贯四川的开江、达川、大竹、邻水和重庆的梁平、垫江等区县，是长江上游的重要生态屏障，更是巴蜀文化旅游走廊的重要通道。
梁平区携手川渝毗邻六区县举办明月山民宿消费季活动，共同打造明月山民宿群，促进文化旅游消费升级。
据了解，明月山建设多家民宿，梁平推出了“田园民宿”“竹海民宿”“古寨民宿”“夯土民宿”“吊脚楼民宿”等100多家独具巴渝风情、充满乡愁记忆的生态民宿，重庆金牌民宿称号的“梦溪湉园”“梁山驿”就坐落在明月山.百里竹海景区之中，唐家坡印象、谭家院子、碗米等民宿也置身于秀美的山水田园风光中。垫江巴谷.宿集即将建成，邻水、达川、大竹、开江等区县也正在酝酿匠心之作，明月山脉民宿产业欣欣向荣。
(image_address=""http://e.thsi.cn/img/71d5182461e1ef30"")
川渝6区县联手推出14条旅游线路
记者从明月山民宿消费季活动新闻发布会获悉，川渝地区6区县联手推出14条旅游线路：梁平推出的是明月山.百里竹海民宿回归之旅；垫江赏花康养游精品旅游线路带您领略繁花姿态；川东门户邻水县推出的纵情山水体验线、生态康养度假线、乡村人文休闲线，可领略境内华蓥山、铜锣山、明月山之巍峨；达川孝善文化一日游、红色文化二日游、乡村休闲一日游带您饱览孝善之乡的人文风情；川东绿竹之乡—大竹，推出了茶谷-田园之旅、休闲-度假之旅、康养-工业之旅、古镇-太极之旅4条旅游线路；开江也将倾情推介两条两日游线路。
(image_address=""http://e.thsi.cn/img/69452671132260d1"")
■相关新闻
川渝6区县明月山民宿消费季活动多多
梁平：4月28日，邀请网红走进梁平区竹山镇猎神居.猎神巷进行沉浸式体验直播，旨在将猎神居.猎神巷打造成为新的网红打卡地。
5月16日至17日，作为5.19全国旅游日梁平子活动之一，组织游客进行采笋活动，开展采笋、运笋等竞赛。
6月18日，举办明月山民宿峰会，发布《“巴蜀.明月山”民宿地图》，开展民宿体验活动等。
垫江：4月25日-6月15日，在垫江县牡丹樱花世界举办。
邻水：6月下旬，在邻水县五华山景区，举办大丽花节，围绕“七彩五华.清凉一夏、夏日清凉.邂逅浪漫、欢乐萌宠嘉年华”等主题活动，结合“空中有景、画中有人、一步一景”的理念，给游客感官上的冲击和视觉上的盛宴。
大竹：5月1-6日，在大竹县五峰山景区举办。
达州：6月17-19日，在达川区真佛山景区举办，以真佛山景区为载体，弘扬中华民族孝善美德，营造孝亲敬老、崇德向善的社会风尚。
开江：5月在开江县长岭镇举办，以户外部落活动为主线，以歌为媒，以歌会友，挖掘民间文化资源，传承开江盘歌文化，充分展示开江大梁山的秀丽风景。
(责任编辑：DF529)
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();",2020-04-22 19:51:13,同花顺
6,电力“大数据”化解企业复工“小难题”,"人民网浦北4月22日电3月1日以来，广西浦北县建立企业用电日监测机制，依据计量终端自动化采集的113家大工业的每日用电数据，为企业复工复产率进行实时个性画像，以18支党团服务队线上、线下相结合的方式，助力推动企业复工。
据悉，根据国家发改委判断企业复工计算标准，以2019年12月日均用电量为基准，当前的日用电量达基准日电量的30%及以上的，认定企业已复工。截至至4月15日，浦北县规上企业的复工率达80%以上，复产率108.03%。
“比如浦北县泉水远大陶瓷厂，3月4日复产率只有3.9%，从3月5日开始日用电量开始爬坡，总体呈现一个上升趋势，3月20日的复产率已达105.35%。”南方电网广西钦州浦北供电局电费班班长钟春凤调出该企业监测数据分析到。
在浦北县泉水镇泉水工业园区，大部分企业从2月23日开始复工复产，钦州浦北供电局泉水供电所营业服务班班长吴福和同事一同骑摩托车穿梭在园区内各大企业间，恢复了往日的忙碌。但像泉水远大陶瓷厂这样遇到复工进度受困的也有不少。出发前，吴福就看了该企业用电数据分析，判断该企业遇到了在复工困难。“复产设备检修期间，吴福师傅主动上门帮我们排查解决了无功补偿装置误操作的问题，现在员工到位后顺利复产了。”泉水远大陶瓷厂负责人潘绪远说。
为确保企业顺利增容扩产，供电部门工作人员还主动上门提供优化供电方案，为企业用电规划科学布置作业工序。
“我们是3月15日复产，清明过后基本恢复到正常。”浦北县龙腾食品有限公司负责人高金彰说，原有产品的订单需求在不断增加，新产品红椎菌米粉的推广在‘壮族三月三’电商直播活动也超出了预期。
为此，高金彰正重新规划厂区布局，增加一条红椎菌米粉生产线。“现在米粉打磨、熟化的机器都是取电的，车间内的产线距离电源较远。”高金彰的考虑是移近变压器100米，重新架设低压线路到车间内。
“我还以为要十多天不能用电，没想到这个方案不到一天的停电作业就搞掂了。”高金彰向笔者介绍，“基本上供电部门每年都来提供用电检查，还安排了‘一对一’的降费政策指导、供电计划通知服务，在疫情期间给了我们很大信心。”
服务更贴心，信心赛黄金。高金彰还计划继续分期投资扩建厂区，打通建成“旅游+合作社+农户”产业链，带动100多名贫困户脱贫致富。
据了解，南方电网广西钦州浦北供电局落实国家发展改革委、南方电网、广西电网以及地方政府相续出台了阶段性降低企业用电成本支持企业复工复产等相关电费优惠政策。“今年上半年预计为全县138户大工业用户、1.2万户一般工商业用户降低用电成本超过300万元。”该局供电服务中心负责人吴自贵说。(宁群韦星辰陈燕)
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();",2020-04-22 19:48:59,同花顺
7,广西浦北：带电作业助力农网升级改造,"人民网钦州4月22日电4月15日，南方电网广西钦州浦北供电局圆满完成了龙门站10千伏龙门街线派出所公变改建工程变压器搭火投运工作。
通过采用带电作业解跳线方式，快速推进了农网基建项目的完成。作业人员在高空中配合默契，在10千伏龙门街线派出所支11号杆解开跳线，避免了浦北县龙门镇街上大面积停电，未对龙门镇居民、商业用户造成停电影响，确保了居民正常生产生活用电。同时有效减少中压停电时户数约70户/小时。该项目的完成可彻底解决龙门派出所周边商户、附近村部分用户长年低电压的困扰及周边居民新建房后的用电难题。
据了解，10千伏龙门街线主要担负着17个公变台区的生产生活用电，如果停电施工势必会给沿线用户带来较大影响。为此，该局从电网稳定运行和为客户提供可靠电能为工作出发点，积极向申请使用带电作业。当天，35千伏官垌站10千伏历山线群生村委楠根公变台区改造工程也采用带电解跳线方式，顺利投运新楠根公变、榃蓬麓公变。
下一步，南方电网广西钦州浦北供电局将全面梳理2020年决战新一轮农网改造工程符合带点搭火条件的台区，将继续加强多部门间沟通协作，坚持“能带不停”原则，利用不停电作业方式，最大限度减少搭火和施工带来的停电次数，进一步保障供电可靠性和优质用电，为美丽乡村建设，农村经济发展和农民致富奔小康提供了强有力地电力保障。(蒋先超蒙昭星陈燕)
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();",2020-04-22 19:48:55,同花顺
8,广西玉林：政企联合推动沉香产业提档升级,"(image_address=""http://e.thsi.cn/img/19a777573795a930"")
调研座谈会现场。宋佳佳摄
人民网玉林4月22日电为认真履行《食品安全法》法定职责，推动制定广西白木香叶食品安全地方标准，促进广西沉香产业发展，4月10日下午，由广西卫生健康委员会、南宁市卫生健康委员会、邕宁区人民政府相关领导和专家组成的调研组，到广西玉林市开唱沉香木产业发展调研活动。
调研座谈会上，调研组组长、广西自治区卫健委党组成员马宁强调，把白木香叶纳入地方食品安全标准意义重大，要求广西沉香协会在样品提供、数据收集等方面积极配合政府推进相关立项工作，力争形成政府主导，行业协会、企业配合三方协作机制，进一步拓展产业链，推动广西沉香产业从粗放型经济向高端型深加工产业发展。研讨会上，广西卫生健康委员会食品处处长刘莉、南宁市卫生健康委员会党组成员、副主任李琳珊、广西中国—东盟经济文化研究院执行院长林荫路、广西沉香协会资讯医学专家藤红丽等领导及专家成员也进行了发言。
据悉，广西是我国优质沉香树主要产地之一。各方的积极配合下，沉香种植业正逐步在广西特色产业中崭露头角，成为地区林业科技创新驱动发展合作项目之一。得益于广西的区位优势，广西沉香产业也正在积极开拓东盟地区市场，成为促进双边贸易往来的良好载体。由广西宁神生物科技有限公司推出的，“宁神”沉香茶作为广西沉香种植业的代表产品，曾获“2019年中国—东盟博览会林产品铜奖”。在今年4月9日召开的玉林市林业科技创新驱动发展合作工作会议上，广西林业科学研究院和广西宁神生物科技有限公司签订了沉香产业发展科技合作协议。
此外，为推进沉香种植业规范化发展，广西已于4月10日正式推进“广西白木香叶食品安全地方标准”立项，推动政府、协会、企业三方合作。(宋佳佳)
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();",2020-04-22 19:48:53,同花顺
9,广西钦州：专业化巡检助力企业加快复工复产,"人民网钦州4月22日电自受疫情影响特别是各行各业逐步复工复产以来，南方电网广西钦州供电局通过加强重点关键线路特巡特维、优化检修方案等措施，全力以赴“低头”消除高压输电线路设备隐患，确保电力输送供应的安全稳定有序，助力各行各业复工复产企业生产效率“抬高一度”。
“零接触”智能化巡检助力复产复工
南方电网广西钦州供电局在疫情防控关键时期，运用无人机智能化巡检技术实行“零接触”运维巡检模式，错峰出行将出勤运维人次降至最低，将人员接触范围降至“零”的最低。疫情防控保供电工作开展至今，组织运维人员对涉及钦州市疾病预防控制中心、钦州市钦州东牵引站等医疗防治机构、交通运输场所、医疗物资生产企业等保供电用户的110千伏及以上等级输电线路进行了特巡特维，及时掌握输电线路运行状态，消除隐患。
南方电网广西钦州供电局输电管理所刘世刚表示，“在疫情期间我们采用无人机智能化巡线模式对高压输电线路开展特巡特维161条次，共1300多基铁塔，发现并消除隐患十多处。没有因为疫情影响而降低运维标准，没有因为疫情影响而打折扣运维效果。我们的运维人员随时待命，全力做好当前复工复产保电工作，助力各行各业按上‘加速键’”。
检修助力企业加快恢复生产
随着钦州市全面推动复工复产的不断深入，用电需求量上涨，该市3月全社会供电量显著上升至4.81亿度电，环比2月上升4.57个百分点。南方电网广西钦州供电局抢抓时间安排输电线路检修工作，钦州港经济技术开发区、中马产业园区等附近的输电铁塔上到处都有输电运维人员在铁塔上低头忙碌的身影，夹加着下方工厂机器的轰鸣声，一派繁忙的景象。
南方电网广西钦州供电局通过进一步加大输电线路的巡视、检修力度，盯紧关键线路，重要设备，对连接钦州电厂，送往高新技术产业开发区、钦北经济开发区等的输电线路，采取关口前移、战线前移的方式，将巡视线路铺远一点、巡视半径大一点、检修工作仔细一点；同时结合往年应对雷雨季经验，对容易出现低洼隐患的重点杆位实行专人特巡，时刻关注线路运行状况，并及时调整应对措施，确保复工复产期间电力安全可靠输送。(吴光钊黄志大陈燕)
同花顺上线「疫情地图」
点击查看：新型肺炎疫情实时动态地图>>>
关注同花顺财经（ths518），获取更多机会
(function(){var obj = null;if(document.getElementById('arctTailMark')) {obj = document.getElementById('arctTailMark');}if(obj!=null){var str = '(image_address=""http://i.thsi.cn/images/article/logo.jpg"")  返回首页';var showed = 0;try{var oo = obj.previousSibling;while(oo.nodeType!=1 || oo.innerHTML.replace(/\s|\u3000/g,'').length==0){oo = oo.previousSibling;}if(oo.nodeType==1 && oo.tagName.toLowerCase()=='p') {var span = document.createElement('span');span.innerHTML =str;oo.appendChild(span);showed = 1;}}catch (e){}if(showed == 0){obj.innerHTML =str;}}})();",2020-04-22 19:48:52,同花顺
