,datetime,content,title
0,2020-06-13 22:50:00,据日本放送协会消息，根据日本各地的地方自治团体和厚生劳动省通报的数据，当地时间13日0时至晚7时，日本新增45例新冠肺炎确诊病例，累计达17454例。其中，当天东京都新增新冠肺炎确诊病例24例，累计达5497例。,日本新增45例新冠肺炎确诊病例 累计达17454例
1,2020-06-13 22:42:00,据央视新闻，印度媒体报道，当地时间6月13日，位于孟买的塔拉维贫民窟新增新冠肺炎确诊病例17例，累计达2030例，当天无新增死亡病例，累计死亡病例77例。,印度孟买塔拉维贫民窟新增确诊病例17例
2,2020-06-13 22:41:00,公安部交通管理局 发布通报： 6月13日16时40分许，一辆牵引车牌号为浙CM9535、挂车牌号为浙CM138挂的液化气槽罐车行驶至G15沈海高速公路往温州方向温岭西出口互通匝道中段发生爆炸，炸飞的槽罐车砸塌路侧的一间厂房并发生了二次爆炸。截至22时，...,公安部交管局通报浙江台州槽罐车爆炸事故
3,2020-06-13 22:36:00,切实加强重点场所和重点商品、重点人群的检疫监测，切断传播渠道、堵塞防控漏洞，持续深入、科学有效做好疫情常态化防控各项工作，织密织牢外防输入、内防反弹网络。,尹力主持召开省应对新冠肺炎疫情应急指挥部第三十次会议
4,2020-06-13 22:17:00,据央视新闻，沙特为首多国联军司令部当地时间13日下午发布通告称，防空部队在沙特南部纳吉兰省上空成功拦截一枚弹道导弹。通告显示，导弹被击中之后的碎片导致数名平民受轻伤，但并未透露碎片落地的具体位置。多国联军发言人图尔基·马利基指责...,沙特防空部队拦截一枚导弹 残骸造成数名平民受伤
5,2020-06-13 22:14:00,一起号称涉资达43.7亿美元的“云铜”商标收购案，牵出了中国云铜集团有限公司与云南铜业由来已久的商标纠纷。云南铜业背后的大股东为中国铝业集团。相比之下，云铜集团显得颇为神秘，这家公司在宣布斥巨资买下“云铜”商标后，还表示要捐献500吨...,300亿“云铜”争夺战：被查封的代表处 自导自演的“闹剧”？
6,2020-06-13 21:53:00,据北京青年报，目前海淀区所有社区已全部恢复二级响应防控措施，所有卡口都要安排人员24小时值守，执行好测温、查证、验码、登记等4项措施，做好重点人群管控，加强居民健康监测，继续做好公共部位清洁消毒，暂停开放体育、健身、娱乐等室内活动...,北京海淀所有社区恢复二级响应防控措施
7,2020-06-13 21:51:00,今日，辽宁大连、山西吕梁、黑龙江大庆、辽宁丹东等地疾控中心发出提醒：如非必要，市民近期不要前往北京市。5月30日以来若到过北京新发地批发市场、京深海鲜市场，或接触过上述两个市场相关人员的市民请主动报备。,多地提醒市民近期不要前往北京
8,2020-06-13 21:50:00,人民网评论文章称，对狡诈的新冠肺炎病毒，我们虽然仍所知不多，但此刻的中国，毕竟积累了近半年的防疫抗疫经验，毕竟是以惊人的效率使新冠病毒得到阶段性控制。现在百炼成钢的北京，和半年前对新冠病毒懵然无知的武汉，完全不具备可比性，因局...,人民网：百炼成钢的北京和半年前对新冠病毒懵然无知的武...
9,2020-06-13 21:38:00,6月13日17时，一条名为《紧急发布》的通知出现在海淀区香山街道6个社区居民联络微信群、社区宣传栏、小区入口和平房区主要路口，启动了配合属地派出所进行的人员排查工作。各社区的卡口也已经恢复二级响应下的社区防控措施，24小时的测温、查证...,海淀香山街道恢复二级响应，启动人员排查
10,2020-06-13 21:35:00,据中国日报，6月11日、12日，北京已连续两天新增新冠肺炎确诊病例。6月13日，记者前往西城区某药店探访口罩等防疫物资供应销售情况，发现该药店门口摆放着一箱一次性医用防护口罩，其他防疫物资也供应充足。药店工作人员表示，近两日购买口罩的...,北京药店口罩供应充足 近两日销量增多
11,2020-06-13 21:33:00,各家餐饮企业应在店内外候餐区、取餐区、结账区等人员易聚集区域划设“一米线”，严格控制人流密度。,北京餐饮业防控调至二级应急响应管控
12,2020-06-13 21:27:00,6月13日，九强生物发布重大资产购买暨关联交易报告书（草案），拟与国药投资共同采用支付现金方式购买迈新生物95.55%的股权，交易总价合计约26.28亿元。交易完成后，迈新生物将成为九强生物控股子公司。早在2019年8月，九强生物就发布上述并购计...,九强生物与国药投资联手收购迈新生物 布局肿瘤筛查诊断
13,2020-06-13 21:21:00,6月12日，由 中国电信 5G 网络技术支持的急救车正式在郴州市第一人民医院投入使用，这也是湖南首辆5G版120救护车。该台 5G 版 120 急救车上配备互联网 + 远程心电诊断、远程心电监护、远程会诊及指挥系统，利用互联网工具将院内心电诊断专家、影...,湖南首辆5G救护车在郴州投入使用
14,2020-06-13 21:10:00,6月13日，据美国约翰斯·霍普金斯大学实时统计数据显示，截至北京时间6月13日19时33分，全球新冠确诊病例超767万例，累计死亡超42.6万例。联合国953名员工感染；由于疫情反弹，美国多地宣布暂停重启计划；俄罗斯累计确诊超52万例；印度累计8个邦...,联合国近千员工感染新冠病毒，美研究称戴口罩可降低感染率
15,2020-06-13 21:04:00,6月13日16时46分许，沈海高速浙江台州温岭出口处，一辆由宁波开往温州的槽罐车发生爆炸，截至20时30分，已造成10人死亡、117人受伤，倒塌房屋内有人员被困失联。,应急管理部调度指导浙江温岭槽罐车爆炸事故处置工作，派...
16,2020-06-13 21:01:00,意大利卫生部长表示，意大利、德国、法国和荷兰与阿里斯康制药公司签署合同，为欧洲人提供多达4亿剂新冠病毒疫苗。,意大利卫生部长表示，意大利、德国、法国和荷兰与阿里斯...
17,2020-06-13 20:58:00,科创板首单并购重组交易过会。华兴源创将10.4亿元收购欧立通，其中，发行股份支付7.28亿元，另外3.12亿元为现金支付。,科创板首单并购再融资过会
18,2020-06-13 20:52:00,据新华社乌鲁木齐6月13日电 跨境电商TIR国际公路出口运输13日在新疆乌鲁木齐启动。这标志着我国TIR国际公路运输针对跨境电商扩充了除空运、海运和铁路运输之外的第四种灵活快捷运输方式。,跨境电商TIR国际公路出口运输在乌鲁木齐启动
19,2020-06-13 20:50:00,6月13日，接疾控中心通报，北京朝阳区京旺家园五区居民王某某在沈阳出差期间，被确诊为新冠肺炎无症状感染者。,北京朝阳区确诊1名无症状感染者
20,2020-06-13 20:42:00,北京已进入非常时期，国家卫生健康委专门向北京派出专家组指导防控工作；北京要求与新发地批发市场有密切接触的人员要主动向单位和社区报告。,国家卫生健康委向北京派出专家组
21,2020-06-13 20:38:00,今天上午，北京新冠肺炎疫情防控工作领导小组召开第六十八次会议，会议指出，本市近日连续暴发确诊病例和核酸检测阳性病例，且都与新发地批发市场关联，北京已进入非常时期。,北京防控工作领导小组召开会议：北京已进入非常时期
22,2020-06-13 20:33:00,6月13日，针对新发地市场关闭可能会导致的供应紧张问题，苏宁家乐福首席运营官兼华北区总裁张其喆表示，家乐福已经做好了调货备货的工作，“我们已经在积极组织货源，考虑到新发地关闭的影响，我们会提高2-3倍的日订量来调配货源，保障北京市场...,苏宁家乐福：已做好调货准备应对新发地市场关闭带来的供...
23,2020-06-13 20:28:00,6月13日16:40左右，浙江省温岭市大溪镇良山村附近高速公路上一槽罐车爆炸冲出，致周边部分民房及厂房倒塌。初步勘查，爆炸车辆为浙CM9535号―浙CM138号槽罐车，运输液化气从宁波到温州瑞安，从高速公路出来走104国道时，在匝道发生爆炸冲出高速...,浙江油罐车爆炸已致9死112伤
24,2020-06-13 20:26:00,昨日，叮当快药仅用6小时，将首批200万口罩及30万瓶酒精、30万瓶消毒液、20万瓶洗手液等防疫物品紧急调拨到位，面向市民平价开售，后续还将持续加大各类防疫物资供应力度。,叮当快药：6小时调配1000万防疫物资到京 保障供应平价销售
25,2020-06-13 20:23:00,巴基斯坦新增6472例新冠肺炎确诊病例 单日新增数量达历史最高水平。,巴基斯坦新增6472例新冠肺炎确诊病例 单日新增数量达历史...
26,2020-06-13 20:20:00,13日，北京足协发布通知称，根据北京市疫情防控形势的变化，为落实疫情防控工作要求，减少人员流动和聚集给疫情防控带来的风险，切实保障人民身体健康和生命安全，全市自即日起暂停举办各类足球赛事活动，恢复时间安排另行通知。,北京足协暂停全市足球赛事活动，国安热身赛取消
27,2020-06-13 20:19:00,13日，北京部分餐饮企业负责人表示已接到通知，按照北京市商务局要求，根据北京市疫情形势，餐饮业防控已调至二级应急响应时的管控措施。,北京餐饮防控升级：停止群体性聚餐 堂食需出示“健康码
28,2020-06-13 20:10:00,北京房山长阳镇确诊患者居住楼内所有居民核酸检测结果均呈阴性。,北京房山长阳镇确诊患者居住楼内所有居民核酸检测结果均...
29,2020-06-13 20:08:00,受新冠肺炎疫情影响暂停开放四个多月的香港海洋公园13日正式恢复运营。为保障人员和动物的健康安全，海洋公园恢复运营后前两周每天的最高客容量减至9000人，为原来最高客容量的四分之一。公园还采取一系列严格的防疫措施，所有访客进园前，均须...,香港海洋公园暂停开放四个多月后恢复运营
30,2020-06-13 20:03:00,据第一财经，一位海关检验检疫人士表示，以他个人经验来看，即便三文鱼带有新冠病毒，大概率不是三文鱼本身感染病毒，而是冷链运输过程中操作人员或者器具设备上存在新冠病毒。,海关检验检疫人士：三文鱼本身大概率不会感染病毒
31,2020-06-13 19:56:00,北京疾控中心免疫预防所所长吴疆：并没有发现新冠病毒可以通过食物来传播,北京疾控中心免疫预防所所长吴疆：并没有发现新冠病毒可...
32,2020-06-13 19:53:00,日前，在四川省商务厅的紧急部署下，四川省农产品流通协会发布紧急倡议，提出要严密清查近期有北京“新发地”来往史客商、有接触北京“新发地”人员史客商，并组织有潜在风险人员进行核酸检测。有冰鲜海鲜经营业态的市场，须紧急启动高级别的防...,四川严查有北京新发地来往史客商
33,2020-06-13 19:34:00,今日新闻联播或涉及资本市场的内容有：1、【在习近平新时代中国特色社会主义思想指引下――育新机开新局】为全球产业链供应链稳定注入正能量；2、【央视快评】以更高水平开放促进更高质量发展；3、上海：“一网统管”推进精细化管理探索城市治理...,6月13日新闻联播要闻精选
34,2020-06-13 19:29:00,新奥股份将与吉利商用车在甲醇燃料产业链、LNG和氢能源等清洁能源产业领域开展合作，发挥各自优势，强强联合，随着甲醇汽车制造体系的完善和燃料加注体系的建设，甲醇产品有望逐步打破原有汽车燃料的应用壁垒，拓展出适合其生存发展的应用市场。,新奥股份与吉利新能源商用车集团开启战略合作
35,2020-06-13 19:27:00,美国纳斯达克上市的玖富公司6月12日公告，其在中国的附属公司与人保财险广东分公司因合同纠纷而正在互相诉讼。,玖富与人保财险互相起诉
36,2020-06-13 19:15:00,（港澳台）香港新增1例新冠肺炎确诊病例 累计1109例。,（港澳台）香港新增1例新冠肺炎确诊病例 累计1109例
37,2020-06-13 19:11:00,6月13日，武汉餐饮业协会发出一份倡议书。倡议所有恢复堂食的餐厅，严格按照《食品安全法》生产经营，暂时停止制作生冷刺身海鲜，暂时停止销售生冷刺身海鲜。,武汉餐饮业协会发倡议书：暂停销售生冷刺身海鲜
38,2020-06-13 19:10:00,浙江甬台温高速油罐车爆炸事故已造成4人死亡，50余人受伤。,浙江甬台温高速油罐车爆炸事故已造成4人死亡，50余人受伤
39,2020-06-13 19:07:00,据新华社海口6月13日电 海南自由贸易港首次重点项目集中签约活动，13日在海口举行。本次签约仪式采取“现场签约为主、线上签约为辅”的方式分六轮进行，现场集中签订了深交所与海南省政府合作项目、三亚国际航空项目等35个项目，有法国电力集团...,海南自由贸易港首次集中签约一批重点项目
40,2020-06-13 18:53:00,6月11日，浙江绍兴联通在绍兴市政府大楼开通了全国首个NSA+SA双模共建共享基站。经实地测试，基站各项指标达到预期要求，4个终端测速，使用SA网络，联通、电信测试卡上/下行速率均可达到200M和800M以上；使用NSA网络，上/下行速率均可达到100M和...,浙江绍兴联通开通全国首个NSA+SA双模共建共享基站
41,2020-06-13 18:44:00,6月12日下午，深圳市土地房产交易中心网站公布，字节跳动全资孙公司深圳今日头条科技有限公司以10.82亿元在深圳粤海街道拍下一宗商业用地。早在2019年7月，深圳市政府和字节跳动签署协议，字节跳动表示拟将大湾区总部设在深圳。(中国证券报),今日头条10.82亿深圳最牛街道拿地
42,2020-06-13 18:33:00,6月13日，在北京市新型冠状病毒肺炎疫情防控工作第114场新闻发布会上，北京市疾控中心副主任庞星火通报，在海淀一农贸市场中发现1例咽拭子阳性样本，是1例新发地确诊病例的密切接触者。,海淀玉泉东商品交易市场检测出1例无症状感染者 今日已休市
43,2020-06-13 18:26:00,北京中风险地区增加到4个，继月坛、西罗园、花乡后，房山长阳也升级。（北京日报）,北京中风险地区增加到4个，继月坛、西罗园、花乡后，房山...
