,datetime,content,title
0,2020-08-17 23:57:00,中国铁道建筑集团有限公司内部人士处消息，现任中国铁道建筑集团有限公司党委书记、董事长，中国铁建股份有限公司党委书记、董事长陈奋健已坠楼身亡。 (澎湃新闻),中国铁建集团董事长陈奋健坠楼身亡
1,2020-08-17 23:56:00,法国新增493例新冠肺炎病例，上一日报告新增3015例。,法国新增493例新冠肺炎病例
2,2020-08-17 23:50:00,家得宝(HD.N)涨2.7%，据报道，家得宝自4月以来的门店客流量上涨了近35%。,家得宝涨2.7%
3,2020-08-17 23:47:00,交易平台Coinbase报价显示，比特币站上12400美元/枚。,比特币站上12400美元/枚
4,2020-08-17 23:37:00,柯达(KODK.N)下跌超7%，为连续第七日下跌；较7月29日创下的高点累跌约87%。,柯达下跌超7%
5,2020-08-17 23:35:00,交易平台Coinbase报价显示，比特币站上12300美元，短线走高近100美元。,比特币站上12300美元 短线走高近100美元
6,2020-08-17 23:27:00,巴西IBOVESPA股指跌1.1%。,巴西IBOVESPA股指跌1.1%
7,2020-08-17 23:20:00,中概股瑞思学科英语(REDU.O)涨超30%，该公司上周公布的财报显示，二季度营收环比增长51.4%至1.65亿。,中概股瑞思学科英语涨超30%
8,2020-08-17 23:19:00,消息人士：雪佛龙就在伊拉克的初期勘探协议进行谈判，可能在本周伊拉克总理访问美国之际签署协议。雪佛龙与伊拉克的协议可能带来数亿美元的投资。伊拉克也在与埃克森美孚谈判现有的石油项目。,雪佛龙与伊拉克的协议可能带来数亿美元的投资
9,2020-08-17 23:13:00,美股航空股普跌，美国联合航空(UAL.O)、美国航空集团(AAL.O)跌3.5%，达美航空(DAL.N)跌3.4%，西南航空(LUV.N)跌2.3%。早前各航司向逾7.5万名员工发出警告，他们在10月1日将面临被解雇的危险，届时250亿美元的联邦救助计划将到期。,美股航空股普跌
10,2020-08-17 23:11:00,据外媒，勃兰登堡环保办公室批准了特斯拉(TSLA.O)柏林超级工厂的下阶段建设工作，施工人员可以开始进行打桩。此前，有关部门以地下水保护为由暂缓了工厂的建设进度，认为打桩机有可能将有毒化学物质传递到地下水中，另外当地政府还担忧打桩引起...,特斯拉获批进行柏林工厂下阶段建设
11,2020-08-17 23:05:00,智利报告新增1556例新冠肺炎确诊病例，新增61例死亡病例。,智利报告新增1556例新冠肺炎确诊病例
12,2020-08-17 23:04:00,意大利周一新增新冠肺炎确诊病例320例，为8月10日以来最低水平。,意大利周一新增新冠肺炎确诊病例320例
13,2020-08-17 22:58:00,现货黄金短线走低8美元至1980.87美元/盎司，现货白银短线回落逾0.2美元至27.26美元/盎司。,现货金银短线走低
14,2020-08-17 22:57:00,韦德布什今日上调特斯拉(TSLA.O)目标价至1900美元。韦德布什首席分析师Dan Ives指出，特斯拉汽车在中国的需求仍在不断上涨，Model 3交付量有望在投产第一年达到15万辆，而Model Y的交付量也有快速上涨的趋势。他预计，不久后的“电池日”将有重...,韦德布什：特斯拉股价仍有上升空间
15,2020-08-17 22:47:00,美股银行股集体下跌，银行业ETF-SPDR跌1.11%；富国银行、高盛、美国银行跌超2%，花旗跌近2%，摩根士丹利、摩根大通均跌超1%。,美股银行股集体下跌，银行业ETF-SPDR跌1.11%
16,2020-08-17 22:41:00,网络流传华为的安卓手机系统因为美国临时协议到期而面临无法升级的消息，以后连系统更新及安全补丁都不能升级。不过华为官方已经公开发表了回应，否认了不能更新的传闻。官方表示：“华为将继续提供系统更新和安全补丁。所有预装了Google Play的...,华为表示会继续向预装Google Play的手机提供系统更新
17,2020-08-17 22:34:00,现货白银涨逾4%，现报27.45美元/盎司。,现货白银涨逾4%
18,2020-08-17 22:33:00,特斯拉涨幅扩大至7.4%，总市值超3300亿美元。,特斯拉涨幅扩大至7.4%，总市值超3300亿美元
19,2020-08-17 22:24:00,现货黄金站上1980美元/盎司，日内涨幅扩大至1.86%。,现货黄金站上1980美元/盎司
20,2020-08-17 22:23:00,COMEX期金主力合约涨逾2%，现报1989.3美元/盎司。,COMEX期金主力合约涨逾2%
21,2020-08-17 22:22:00,特朗普政府还在针对华为采取行动！据俄罗斯卫星通讯社最新消息，当地时间17日，美国国务卿蓬佩奥在一份声明中表示，美国商务部进一步收紧了对华为获取美国技术的限制，同时将华为在全球21个国家的38家子公司列入“实体清单”。（环球时报）,美商务部将38家华为子公司列入实体清单
22,2020-08-17 22:20:00,据了解，氢能以奖代补政策目前正在研讨中。最新政策版本强化了对电堆、膜电极、双极板等关键零部件的考核力度，这或将给国内发展核心技术的企业带来机会。最新版本还对部分推广应用细节进行了调整。比如，燃料电池系统的额定功率不小于50KW，且...,氢能以奖代补政策正在研讨 关键零部件扶持加码
23,2020-08-17 22:05:00,根据中国保险资产管理业协会数据，7月份，16家保险资产管理机构注册债权投资计划和股权投资计划共42只，合计注册规模1038.38亿元。其中，基础设施债权投资计划31只，注册规模848.00亿元；不动产债权投资计划10只，注册规模140.38亿元；股权投资...,7月份保险资管机构注册债权和股权投资计划规模超千亿元
24,2020-08-17 22:01:00,8月17日，国家医疗保障局正式公布《2020年国家医保药品目录调整工作方案》和《2020年国家医保药品目录调整申报指南》，近期将开通网上申报系统。可纳入2020年药品目录拟新增药品范围包括：与新冠肺炎相关的呼吸系统疾病治疗用药、纳入《国家基本...,国家医保局：新冠肺炎相关呼吸系统疾病用药纳入医保
25,2020-08-17 22:00:00,17日下午，国家海洋预报台发布海浪和风暴潮消息。受今年第6号热带低压的影响，预计8月18日至21日，南海北部将出现一次巨浪到狂浪过程。请在上述海域作业的船只注意避浪，并及时关注后续海浪预警报。受今年第6号热带低压的影响，预计8月18日夜间...,国家海洋预报台：南海北部将出现巨浪到狂浪过程
